argomento,codice,domanda,opzione_a,opzione_b,opzione_c,opzione_d,corretta,riferimento
"HACCP - Somministrazione e preparazioni semplici","HACCP_018","I capelli durante la preparazione degli alimenti devono essere:","Coperti soltanto durante le ispezioni","Raccolti e protetti secondo le procedure del locale","Bagnati frequentemente","Lasciati sciolti se sono puliti","B","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_019","Le unghie di chi manipola alimenti devono essere:","Molto lunghe per proteggere le dita","Pulite soltanto a fine turno","Coperte sempre da smalto scuro","Corte, pulite e senza decorazioni che possano staccarsi","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_020","Anelli, bracciali e orologi durante la preparazione possono:","Trattenere sporco e contaminare gli alimenti","Sostituire il lavaggio delle mani","Essere utili per misurare la temperatura","Migliorare la presa sugli utensili","A","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_021","Il telefono cellulare usato durante il servizio:","Può essere toccato con i guanti senza conseguenze","È sempre igienicamente pulito","Può contaminare le mani e richiede il successivo lavaggio","Può essere appoggiato sul tagliere","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_022","È consentito fumare nelle aree in cui si preparano o conservano alimenti?","Sì, purché non siano presenti clienti","Sì, durante le pause brevi","Sì, se la finestra è aperta","No, non è consentito","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_023","Mangiare durante la preparazione degli alimenti è:","Obbligatorio per assaggiare ogni ingrediente","Un comportamento da evitare nelle aree di lavorazione","Consentito soltanto vicino al frigorifero","Consentito se si usano posate","B","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_024","Dopo aver starnutito o tossito nelle mani occorre:","Pulire le mani sul grembiule","Indossare un guanto sopra la mano non lavata","Allontanarsi dagli alimenti e lavare accuratamente le mani","Continuare il servizio senza interrompersi","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_025","I guanti monouso devono essere cambiati:","Solo quando lo chiede il cliente","Soltanto a fine giornata","Una volta alla settimana","Quando sono sporchi, danneggiati o si cambia attività","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_026","Il grembiule o la divisa da lavoro devono essere:","Puliti e utilizzati in modo da non contaminare gli alimenti","Appoggiati sul pavimento durante la pausa","Usati anche per le pulizie esterne","Condivisi tra tutti senza lavaggio","A","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_027","Gli oggetti personali devono essere conservati:","Sul banco di preparazione","Accanto ai bicchieri puliti","Dentro il frigorifero","Negli spazi dedicati, lontano dagli alimenti","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_028","Prima di iniziare il turno, l’addetto deve:","Lavare soltanto i guanti","Disinfettare il telefono e basta","Indossare la divisa del giorno precedente anche se sporca","Presentarsi con abbigliamento pulito e adeguata igiene personale","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_029","Dopo essere andati in bagno è necessario:","Cambiare soltanto il grembiule","Lavare accuratamente le mani prima di riprendere il lavoro","Indossare guanti senza lavarsi","Pulire le mani con un tovagliolo asciutto","B","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_030","Una medicazione sulla mano deve essere preferibilmente:","Realizzata con carta assorbente","Dello stesso colore dell’alimento","Impermeabile, ben fissata e facilmente individuabile","Lasciata aperta sui bordi","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_031","Per assaggiare una preparazione si deve:","Usare un utensile pulito una sola volta","Usare sempre lo stesso cucchiaino","Assaggiare direttamente con le dita","Rimettere il cucchiaino usato nel contenitore","A","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_032","Toccarsi frequentemente viso, capelli o naso durante il lavoro:","È sicuro se il locale è pulito","Migliora l’igiene personale","Può contaminare le mani e gli alimenti","Non richiede mai di lavarsi le mani","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_033","Se un addetto ha una malattia della pelle sulle mani deve:","Non dirlo a nessuno","Coprirla con il grembiule","Informare il responsabile prima di manipolare alimenti","Lavorare soltanto con alimenti freddi","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_034","I fazzoletti usati devono essere:","Riutilizzati durante tutto il turno","Gettati subito e seguiti dal lavaggio delle mani","Conservati vicino alle posate","Appoggiati sul banco","B","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_035","Il personale addetto agli alimenti deve segnalare:","Solo i reclami scritti dei clienti","Esclusivamente i guasti della cassa","Sintomi o condizioni che possono contaminare gli alimenti","Soltanto i ritardi al lavoro","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_036","Quando è necessario lavarsi le mani?","Prima di iniziare a lavorare e ogni volta che possono essersi contaminate","Soltanto all’inizio della settimana","Solo se sono visibilmente bagnate","Esclusivamente dopo aver pulito il pavimento","A","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_037","Per un corretto lavaggio delle mani si deve usare:","Soltanto profumo o deodorante","Un panno asciutto","Acqua corrente e sapone, strofinando accuratamente tutte le zone","Solo acqua fredda per pochi secondi","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_038","Dopo il lavaggio, le mani devono essere asciugate con:","Un panno comune sempre umido","La tovaglia di servizio","Il grembiule","Un sistema igienico previsto, come carta monouso","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_039","Indossare guanti monouso elimina la necessità di lavarsi le mani?","Sì, sempre","Sì, ma solo per i panini","Sì, se i guanti sono trasparenti","No, le mani devono essere pulite prima di indossarli e quando si cambiano","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_040","Dopo aver maneggiato denaro e prima di preparare un panino occorre:","Usare le stesse mani senza alcuna precauzione","Pulire le mani sul grembiule","Lavarsi le mani o organizzare il lavoro evitando il passaggio diretto","Indossare un secondo grembiule","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_041","Dopo aver svuotato un cestino, prima di toccare alimenti si deve:","Bere un bicchiere d’acqua","Cambiare soltanto le scarpe","Passare le mani sotto aria fredda senza sapone","Lavare accuratamente le mani","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_042","Dopo aver svolto operazioni di pulizia con detergenti occorre:","Pulire i guanti sul tagliere","Preparare subito gli alimenti con gli stessi guanti","Togliere i guanti da pulizia e lavarsi le mani","Conservare i guanti vicino al pane","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_043","Il lavamani deve essere:","Accessibile e dotato del materiale necessario per il lavaggio igienico","Tenuto chiuso durante il servizio","Utilizzato per lavare gli alimenti","Riempito con utensili sporchi","A","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_044","Per lavare bene le mani bisogna strofinare anche:","Esclusivamente la punta delle dita","Solo i polsi","Soltanto i palmi","Dorso, spazi tra le dita, pollici e zona delle unghie","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_045","Dopo essersi soffiati il naso bisogna:","Indossare guanti sopra le mani non lavate","Pulire le mani sul pantalone","Continuare a servire i tavoli","Gettare il fazzoletto e lavarsi le mani","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_046","Se si passa dalla pulizia dei tavoli alla preparazione di alimenti occorre:","Spruzzare profumo sulle mani","Cambiare solo il vassoio","Usare gli stessi guanti da pulizia","Lavarsi le mani e usare attrezzature pulite","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_047","Il gel disinfettante per mani sostituisce sempre il lavaggio con acqua e sapone?","Sì, purché profumato","Sì, ma solo dopo aver toccato denaro","Sì, in ogni situazione","No, soprattutto se le mani sono sporche o unte","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_048","Dopo aver toccato il viso o i capelli durante la preparazione occorre:","Cambiare soltanto il coltello","Pulire il banco a fine giornata","Lavarsi nuovamente le mani","Indossare un cappello senza lavarsi","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_049","Prima di indossare un nuovo paio di guanti monouso le mani devono essere:","Pulite sul grembiule","Bagnate di detergente","Unte per facilitare l’inserimento","Pulite e asciutte","D","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_050","Un rubinetto o un dispenser di sapone vuoto deve essere:","Sostituito con un bicchiere d’acqua","Utilizzato soltanto dal responsabile","Segnalato e ripristinato subito","Ignorato fino al giorno successivo","C","Reg. CE 852/2004, All. II, Cap. VIII"
"HACCP - Somministrazione e preparazioni semplici","HACCP_051","Pulire una superficie significa principalmente:","Asciugare senza rimuovere lo sporco","Rimuovere sporco e residui visibili","Eliminare automaticamente ogni microrganismo","Profumare il locale","B","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_052","Sanificare una superficie significa:","Coprire la superficie con carta","Ridurre la contaminazione dopo un’adeguata pulizia","Usare soltanto acqua","Spostare lo sporco in un angolo","B","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_053","La corretta sequenza è generalmente:","Usare due prodotti insieme senza leggere le istruzioni","Asciugare, sporcare e risciacquare","Rimuovere i residui, lavare, risciacquare se previsto, sanificare e lasciare agire","Sanificare sopra lo sporco e poi asciugare","C","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_054","I prodotti di pulizia devono essere conservati:","Accanto alle bevande","Separati dagli alimenti e nei contenitori originali identificati","In bottiglie anonime","Dentro il frigorifero degli ingredienti","B","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_055","Un detergente deve essere diluito:","Secondo le istruzioni del produttore","A occhio senza misurazione","Sempre nella dose più alta possibile","Mescolandolo con qualsiasi altro prodotto","A","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_056","Mescolare prodotti chimici diversi è:","Utile per profumare maggiormente","Sicuro se il locale è vuoto","Sempre più efficace","Pericoloso e vietato salvo specifica indicazione del produttore","D","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_057","Il tempo di contatto di un sanificante deve essere:","Quello indicato nelle istruzioni del prodotto","Sempre inferiore a cinque secondi","Deciso ogni volta dall’addetto","Ignorato se la superficie appare pulita","A","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_058","Panni e spugne sporchi possono:","Essere usati per tutta la settimana senza lavaggio","Essere conservati insieme agli alimenti","Sanificare senza detergente","Diffondere la contaminazione da una superficie all’altra","D","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_059","Per tavoli, pavimenti e superfici alimentari è opportuno:","Pulire prima il pavimento e poi il tagliere con lo stesso panno","Usare sempre lo stesso panno","Usare attrezzature dedicate o chiaramente differenziate","Conservare i panni bagnati sui panini","C","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_060","Prima di pulire un’affettatrice o altra attrezzatura elettrica bisogna:","Pulirla soltanto all’esterno","Metterla in sicurezza secondo le istruzioni e smontare solo le parti previste","Versare acqua direttamente sul motore","Lasciarla in movimento","B","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_061","Il cucchiaio o porzionatore per il gelato deve essere:","Lasciato sempre sul banco","Appoggiato sul coperchio del cestino","Gestito e pulito secondo una procedura igienica, evitando acqua stagnante sporca","Pulito soltanto una volta al mese","C","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_062","Il contenitore del ghiaccio destinato alle bevande deve essere:","Pulito, protetto e usato con una paletta dedicata","Usato anche per raffreddare bottiglie sporche","Lasciato aperto vicino ai rifiuti","Riempito con le mani","A","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_063","I cestini dei rifiuti nelle aree di lavoro devono essere:","Gestiti in modo da non contaminare alimenti e superfici","Svuotati soltanto quando traboccano","Collocati sul banco di preparazione","Tenuti sempre aperti","A","Reg. CE 852/2004, All. II, Cap. VI"
"HACCP - Somministrazione e preparazioni semplici","HACCP_064","Dopo aver manipolato i rifiuti è necessario:","Indossare guanti sopra quelli sporchi","Pulire le mani sul grembiule","Lavarsi le mani prima di riprendere il lavoro con gli alimenti","Cambiare soltanto il vassoio","C","Reg. CE 852/2004, All. II, Cap. VI"
"HACCP - Somministrazione e preparazioni semplici","HACCP_065","La presenza di escrementi o confezioni rosicchiate può indicare:","Una corretta rotazione delle scorte","Che il prodotto è ancora utilizzabile","Un’infestazione da roditori o altri animali","Un problema esclusivamente estetico","C","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_066","Se si notano insetti o tracce di infestanti occorre:","Attendere che il problema scompaia da solo","Spruzzare insetticida vicino agli alimenti","Segnalare subito il problema e applicare la procedura prevista","Nascondere le tracce","C","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_067","Porte e finestre delle aree alimentari devono essere gestite per:","Consentire il deposito di rifiuti","Limitare l’ingresso di infestanti","Evitare qualsiasi ricambio d’aria","Favorire l’ingresso di insetti","B","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_068","Le trappole per infestanti devono essere:","Spostate ogni giorno senza registrazione","Usate come unico sistema di pulizia","Collocate sopra gli alimenti aperti","Controllate secondo il programma previsto e posizionate correttamente","D","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_069","In caso di rottura di un bicchiere vicino agli alimenti bisogna:","Raccogliere solo i pezzi più grandi","Isolare la zona, eliminare gli alimenti esposti e pulire accuratamente","Continuare il servizio senza interrompersi","Soffiare via i frammenti","B","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_070","Un utensile scheggiato o danneggiato deve essere:","Tolto dall’uso e sostituito","Usato soltanto per i clienti abituali","Conservato insieme alle posate pulite","Riparato con nastro adesivo e riutilizzato","A","Reg. CE 852/2004, All. II, Capp. I, II e V"
"HACCP - Somministrazione e preparazioni semplici","HACCP_071","Al ricevimento delle merci bisogna controllare:","Integrità, temperatura quando prevista, scadenza ed etichettatura","Soltanto il colore del furgone","Solo il numero dei colli","Esclusivamente il prezzo","A","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_072","Una confezione gonfia, bucata o con perdita deve essere:","Aperta e annusata davanti al cliente","Rifiutata o isolata e valutata secondo procedura","Mescolata con confezioni integre","Messa subito in vendita","B","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_073","La dicitura “da consumarsi entro” indica:","Il giorno in cui è stato ordinato il prodotto","Una semplice indicazione estetica","Una data di sicurezza da rispettare per gli alimenti molto deperibili","Una data che può essere sempre superata","C","Reg. UE 1169/2011"
"HACCP - Somministrazione e preparazioni semplici","HACCP_074","La dicitura “da consumarsi preferibilmente entro” riguarda principalmente:","L’obbligo di eliminare il prodotto il giorno precedente","Il mantenimento delle caratteristiche qualitative fino alla data indicata","La temperatura del frigorifero","Il numero di lotto","B","Reg. UE 1169/2011"
"HACCP - Somministrazione e preparazioni semplici","HACCP_075","Il numero di lotto serve a:","Sostituire la denominazione dell’alimento","Indicare il tavolo del cliente","Indicare il prezzo al pubblico","Identificare una partita di produzione ai fini della rintracciabilità","D","Reg. CE 178/2002, artt. 14, 18 e 19"
"HACCP - Somministrazione e preparazioni semplici","HACCP_076","Il metodo FEFO prevede di utilizzare prima:","I prodotti con la scadenza più vicina","Le confezioni più grandi","Gli alimenti consegnati dall’ultimo fornitore","I prodotti più costosi","A","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_077","Gli alimenti in magazzino devono essere conservati:","Sollevati da terra e protetti da sporco e contaminazioni","Sotto tubazioni che perdono","Vicino ai detergenti","Direttamente sul pavimento","A","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_078","Dopo l’apertura di una confezione è opportuno:","Richiuderla, proteggerla e indicare la data di apertura quando previsto","Mescolarla con un prodotto nuovo","Lasciarla aperta per farla respirare","Eliminare sempre l’etichetta originale","A","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_079","Gli ingredienti travasati in un altro contenitore devono essere:","Riposti in contenitori non idonei","Mescolati con ingredienti simili","Conservati senza nome","Chiaramente identificabili e protetti","D","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_080","Le informazioni sugli allergeni degli ingredienti devono essere:","Eliminate dopo l’apertura","Ignorate per i prodotti confezionati","Comunicate soltanto verbalmente dal fornitore","Conservate e disponibili al personale","D","Reg. UE 1169/2011"
"HACCP - Somministrazione e preparazioni semplici","HACCP_081","I prodotti per la pulizia devono essere tenuti:","Sopra le confezioni di pane","In un’area separata dagli alimenti","Dentro contenitori alimentari senza etichetta","Nel frigorifero delle bevande","B","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_082","Un prodotto scaduto deve essere:","Messo davanti agli altri prodotti","Separato dai prodotti utilizzabili e gestito secondo procedura","Rietichettato con una nuova data","Servito con una guarnizione","B","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_083","Alimenti pronti al consumo e materie prime potenzialmente contaminanti devono essere:","Conservati insieme ai rifiuti","Conservati separati o protetti per evitare contaminazioni","Mischiati nello stesso contenitore","Appoggiati senza coperchio","B","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_084","Se viene comunicato il richiamo di un prodotto bisogna:","Servirlo esclusivamente caldo","Identificarlo, bloccarlo e seguire le istruzioni ricevute","Continuare a usarlo fino a esaurimento","Cambiare soltanto la confezione","B","Reg. CE 178/2002, artt. 14, 18 e 19"
"HACCP - Somministrazione e preparazioni semplici","HACCP_085","Fatture, documenti di consegna o registrazioni dei fornitori sono utili per:","Stabilire la divisa del personale","Calcolare la temperatura del frigorifero","Garantire la rintracciabilità degli alimenti","Sostituire la pulizia dei locali","C","Reg. CE 178/2002, artt. 14, 18 e 19"
"HACCP - Somministrazione e preparazioni semplici","HACCP_086","Un fornitore deve essere scelto:","Soltanto in base al prezzo più basso","Tra soggetti affidabili e regolarmente operanti nel settore alimentare","Solo se consegna senza etichette","Senza conservare alcun documento","B","Reg. CE 178/2002, artt. 14, 18 e 19"
"HACCP - Somministrazione e preparazioni semplici","HACCP_087","Durante la consegna di prodotti refrigerati occorre verificare che:","La catena del freddo sia stata mantenuta","Le confezioni siano aperte","I prodotti siano caldi al tatto","Il mezzo trasporti anche detergenti sopra gli alimenti","A","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_088","Il veicolo o contenitore di trasporto degli alimenti deve essere:","Privo di qualsiasi protezione","Utilizzato insieme a rifiuti non separati","Pulito soltanto una volta all’anno","Pulito e idoneo a proteggere i prodotti","D","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_089","La durata di utilizzo di un prodotto dopo l’apertura deve seguire:","Una regola uguale di trenta giorni per tutti gli alimenti","La sola valutazione dell’odore","Le indicazioni del produttore e le procedure interne","Il numero di clienti presenti","C","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_090","Se manca l’etichetta e non si riesce a identificare un alimento, bisogna:","Non utilizzarlo finché non viene identificato con certezza","Assaggiarlo per riconoscerlo","Servirlo come ingrediente segreto","Mescolarlo con un prodotto etichettato","A","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_091","Mantenere la catena del freddo significa:","Evitare interruzioni che possano favorire il deterioramento degli alimenti","Tenere aperta la porta del frigorifero","Congelare qualsiasi alimento a fine giornata","Conservare tutti i prodotti alla stessa temperatura ambiente","A","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_092","La temperatura del frigorifero deve essere:","Controllata secondo la frequenza prevista dal piano di autocontrollo","Controllata soltanto quando arriva un ispettore","Ignorata se la luce interna funziona","Stimata toccando la porta esterna","A","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_093","Un frigorifero troppo pieno può:","Sostituire il controllo della temperatura","Ostacolare la corretta circolazione dell’aria fredda","Eliminare gli allergeni","Raffreddare più velocemente ogni alimento","B","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_094","La porta del frigorifero deve essere:","Aperta per evitare la formazione di ghiaccio","Richiusa rapidamente dopo l’uso","Lasciata aperta durante il servizio","Bloccata con un panno","B","Reg. CE 852/2004, All. II, Cap. IX"
"HACCP - Somministrazione e preparazioni semplici","HACCP_095","Un alimento scongelato accidentalmente deve essere:","Valutato e gestito secondo la procedura, senza ricongelarlo automaticamente","Lasciato sul banco fino a sera","Sempre ricongelato subito","Mescolato con prodotto ancora congelato","A","Reg. CE 852/2004, All. II, Cap. IX"
